Id,L0_S0_F0,L0_S0_F18,L0_S2_F52,L0_S3_F92,L0_S7_F136,L0_S9_F170,L0_S10_F224,L0_S10_F274,L0_S11_F318,L0_S12_F342,L0_S14_F366,L0_S15_F403,L0_S18_F435,L0_S21_F472,L0_S21_F522,L0_S22_F576,L0_S23_F627,L0_S23_F667,L1_S24_F733,L1_S24_F795,L1_S24_F834,L1_S24_F892,L1_S24_F953,L1_S24_F1000,L1_S24_F1026,L1_S24_F1083,L1_S24_F1126,L1_S24_F1176,L1_S24_F1240,L1_S24_F1298,L1_S24_F1356,L1_S24_F1401,L1_S24_F1451,L1_S24_F1502,L1_S24_F1567,L1_S24_F1604,L1_S24_F1662,L1_S24_F1728,L1_S24_F1778,L1_S24_F1814,L1_S24_F1838,L1_S25_F1869,L1_S25_F1909,L1_S25_F1963,L1_S25_F2016,L1_S25_F2066,L1_S25_F2116,L1_S25_F2161,L1_S25_F2190,L1_S25_F2226,L1_S25_F2258,L1_S25_F2312,L1_S25_F2365,L1_S25_F2411,L1_S25_F2437,L1_S25_F2462,L1_S25_F2487,L1_S25_F2514,L1_S25_F2569,L1_S25_F2623,L1_S25_F2677,L1_S25_F2716,L1_S25_F2741,L1_S25_F2767,L1_S25_F2795,L1_S25_F2842,L1_S25_F2896,L1_S25_F2950,L1_S25_F2997,L1_S25_F3020,L2_S26_F3047,L2_S26_F3121,L2_S27_F3170,L2_S28_F3241,L2_S28_F3311,L3_S29_F3342,L3_S29_F3376,L3_S29_F3412,L3_S29_F3449,L3_S29_F3479,L3_S30_F3519,L3_S30_F3569,L3_S30_F3614,L3_S30_F3664,L3_S30_F3714,L3_S30_F3764,L3_S30_F3814,L3_S33_F3855,L3_S34_F3876,L3_S35_F3908,L3_S37_F3944,L3_S39_F3972,L3_S41_F3996,L3_S41_F4018,L3_S43_F4090,L3_S44_F4121,L3_S47_F4158,L3_S48_F4200,L3_S50_F4241,L3_S51_F4262,Response,L0_S0_D1,L0_S3_D94,L0_S9_D197,L0_S11_D328,L0_S15_D413,L0_S21_D514,L0_S23_D649,L1_S24_D782,L1_S24_D904,L1_S24_D1023,L1_S24_D1143,L1_S24_D1257,L1_S24_D1403,L1_S24_D1522,L1_S24_D1639,L1_S24_D1785,L1_S25_D1857,L1_S25_D1980,L1_S25_D2128,L1_S25_D2214,L1_S25_D2314,L1_S25_D2434,L1_S25_D2499,L1_S25_D2615,L1_S25_D2729,L1_S25_D2794,L1_S25_D2932,L1_S25_D3025,L2_S26_D3122,L2_S28_D3227,L3_S29_D3331,L3_S29_D3415,L3_S30_D3501,L3_S30_D3651,L3_S30_D3796,L3_S35_D3895,L3_S40_D3987,L3_S42_D4053,L3_S47_D4170,L3_S51_D4263,L0_S1_F25,L0_S6_F133,L0_S10_F238,L0_S14_F367,L0_S21_F495,L0_S22_F585,L1_S24_F686,L1_S24_F769,L1_S24_F868,L1_S24_F956,L1_S24_F1064,L1_S24_F1167,L1_S24_F1263,L1_S24_F1350,L1_S24_F1440,L1_S24_F1542,L1_S24_F1638,L1_S24_F1726,L1_S25_F1861,L1_S25_F1962,L1_S25_F2050,L1_S25_F2142,L1_S25_F2286,L1_S25_F2376,L1_S25_F2546,L1_S25_F2635,L1_S25_F2774,L1_S25_F2882,L1_S25_F2973,L2_S26_F3105,L2_S27_F3202,L2_S28_F3298,L3_S29_F3446,L3_S30_F3557,L3_S30_F3648,L3_S30_F3740,L3_S30_F3832,L3_S42_F4031,L3_S46_F4136,L3_S49_F4240
25016,0.016,-0.003,,0.019,-0.164,,,,-0.062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,0.011,0.063,0.07,-0.035,0.27,-0.065,0.0,-0.004,0.0,0.018,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,1153.61,1153.62,,1153.64,,,,,,,,,,,,,,,,,,,,,,,,,,,1154.51,1154.51,1154.51,1154.51,1154.51,1154.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
7032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,,,-0.024,-0.013,,-0.101,,,,,,,,,,,,,,,,,,,,,,,-0.226,-0.177,,,,-0.005,0.023,0.063,-0.005,0.055,-0.178,0.043,0.0,0.002,0.0,0.017,0.013,0.062,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,1056.12,1056.23,,,,,,,,,,,1086.13,,1089.43,1089.43,1089.43,1089.43,1089.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20811,0.062,0.088,0.0,,,0.145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.031,-0.047,0.082,-0.031,-0.059,0.007,0.043,0.0,-0.003,0.0,0.009,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,1394.31,,1394.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,1395.16,1395.16,1395.16,1395.16,1395.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
55395,,,,,,,,,,,,,,,,,,,,,,,,,,,0.062,-0.024,,0.034,0.112,-0.003,,-0.213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01,-0.049,,,,-0.106,-0.002,0.063,-0.106,-0.02,0.007,-0.038,0.0,-0.013,0.0,0.011,0.013,0.199,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,987.19,,987.2,,,,,,,,,,,,,,,,996.25,,1002.87,1002.87,1002.87,1002.87,1002.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
10281,,,,,,,,,,-0.002,,-0.322,-0.01,-0.063,0.072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.158,-0.04,0.082,0.158,0.086,-0.125,,,,,0.009,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,476.36,476.38,,,,,,,,,,,,,,,,,,,,,,,,,476.78,476.78,476.78,,476.78,476.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
41336,0.036,-0.024,,-0.081,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.065,,0.062,-0.324,0.0,,0.0,0,539.02,539.03,539.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,551.05,,551.07,551.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
59376,,,,,,,,,,-0.01,,0.327,,,,0.046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.186,0.159,,,,0.104,0.004,0.037,0.104,0.082,-0.151,,,,,0.013,0.013,0.153,0.0,0.0,0.0,,,,,,,,,,1,,,,,280.87,,,,,,,,,,,,,,,,,,,,,,,,281.08,,284.1,284.1,284.1,,284.1,284.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.001,-0.006,,,-0.02,-0.319,,,,,,,,,,,,,,,,,-0.035,,,0.096,-0.104,0.063,0.096,-0.012,-0.046,0.043,0.0,-0.014,0.0,0.014,0.013,0.29,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,1000.73,1000.74,,,,,,,,,1026.59,1026.59,1026.6,1026.6,1026.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
55706,0.01,-0.227,,0.019,0.336,0.027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.182,-0.066,0.104,-0.182,-0.067,-0.046,0.07,0.0,-0.013,0.0,0.006,0.013,-0.119,0.0,,0.0,,,,,,,,,,0,1643.42,1643.42,1643.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1646.1,1646.1,1646.11,1646.11,1646.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
36434,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.101,0.175,0.234,,,-0.095,,-0.041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.036,-0.037,0.058,0.017,0.057,0.058,-0.031,-0.204,-0.011,0.0,-0.013,0.0,0.014,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,702.29,702.3,702.3,,,,,,,,,,,,,,,,,734.57,739.12,739.12,739.13,739.13,739.13,739.15,,,,,,,,,,,,,,,,,T1,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
4015,,,,,,,,,,-0.014,,0.502,,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.157,-0.085,0.104,-0.157,-0.067,-0.046,-0.119,0.0,-0.004,0.0,0.018,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,,,,,1552.09,,,,,,,,,,,,,,,,,,,,,,,,,,1559.01,1559.01,1559.01,1559.01,1559.01,1559.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27514,-0.023,-0.206,,-0.081,-0.164,,0.016,-0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.119,0.082,0.084,0.133,-0.046,-0.011,0.0,-0.003,0.0,0.013,0.013,-0.074,0.0,0.0,0.0,,,,,,,,,,0,523.38,523.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,525.25,525.25,525.25,525.25,525.25,525.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
39787,,,,,,,,,,0.002,,0.253,-0.01,,,,-0.02,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.056,-0.079,0.082,-0.056,-0.055,0.059,-0.065,0.0,0.013,0.0,0.014,0.013,-0.165,0.0,0.0,0.0,,,,,,,,,,1,,,,,1327.8,,1327.83,,,,,,,,,,,,,,,,,,,,,,,,1331.06,1331.06,1331.06,1331.06,1331.06,1331.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
30597,-0.042,0.035,,0.019,,,,,-0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.084,0.03,0.063,0.084,0.071,0.033,-0.011,0.0,0.008,0.0,0.013,0.013,0.017,0.0,0.0,0.0,,,,,,,,,,0,938.25,938.25,,938.29,,,,,,,,,,,,,,,,,,,,,,,,,,,942.98,942.98,942.98,942.98,942.98,943.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10116,-0.049,-0.056,,0.019,-0.164,0.052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.055,-0.034,0.037,0.055,0.106,-0.072,,,,,0.011,0.013,0.017,0.0,,0.0,,,,,,,,,,0,268.09,268.09,268.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,269.46,269.46,269.46,,269.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.01,,-0.005,,-0.157,,,,,,,,,,,,,,,-0.011,0.074,,,,0.109,-0.009,0.057,0.109,-0.016,-0.099,-0.011,0.0,0.012,0.0,0.013,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,680.76,,,,,,,,736.72,,739.26,739.26,739.26,739.26,739.26,739.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
25107,,,,,,,,,,0.014,-0.034,,-0.01,,,-0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.056,-0.047,0.082,-0.056,0.012,0.27,-0.065,0.0,-0.012,0.0,0.016,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1350.26,1350.26,1350.26,1350.26,1350.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41434,,,,,,,,,,0.014,-0.034,,,,,,-0.013,0.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,0.055,0.082,0.045,-0.043,0.112,0.043,0.0,0.013,0.0,0.016,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,,1413.98,,,,,,,,,,,,,,,,,,,,,,,,1414.84,1414.84,1414.85,1414.85,1414.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
49748,,,,,,,,,,-0.002,,-0.023,,,,,-0.014,-0.121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.005,-0.047,0.063,-0.005,-0.027,0.164,-0.092,0.0,-0.012,0.0,0.008,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,,,,,1261.8,,1261.82,,,,,,,,,,,,,,,,,,,,,,,,1266.36,1266.36,1266.36,1266.36,1266.36,1266.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
16387,-0.134,-0.121,,0.019,,0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.106,-0.104,0.063,-0.106,-0.071,0.033,-0.173,0.0,-0.014,0.0,0.011,0.013,0.062,0.0,0.0,0.0,,,,,,,,,,0,1098.78,1098.78,1098.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,1105.48,1105.48,1105.49,1105.49,1105.49,1105.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
13802,-0.023,0.056,,0.019,-0.164,0.133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.004,-0.168,0.082,-0.004,0.027,-0.309,-0.011,0.0,-0.012,0.0,0.01,0.013,0.017,0.0,,0.0,,,,,,,,,,0,557.99,557.99,558.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,559.11,559.11,559.11,559.11,559.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.053,,,-0.036,,0.025,-0.045,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,-0.081,-0.149,0.063,-0.081,-0.02,-0.072,0.124,0.0,0.012,0.0,0.009,0.013,0.017,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,1003.57,1003.68,1003.69,,,,,,,,,,,,1037.63,1037.63,1037.63,1037.63,1037.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53981,-0.134,0.142,0.0,,,0.016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.205,0.233,-0.725,0.205,0.094,-0.178,,,,,0.016,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,15.67,,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.68,21.68,21.69,,21.69,21.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35085,0.043,0.158,,-0.081,,-0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.07,-0.085,0.082,0.07,0.059,0.112,-0.011,0.0,0.022,0.0,0.012,0.013,0.108,0.0,,0.0,,,,,,,,,,0,1364.33,1364.44,1364.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,1366.73,1366.73,1366.73,1366.73,1366.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31135,,,,,,,,,,-0.014,-0.034,,,-0.007,0.212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.005,-0.142,0.063,-0.005,-0.039,0.112,-0.038,0.0,0.012,0.0,0.014,0.013,0.199,0.0,0.0,0.0,,,,,,,,,,0,,,,,,979.97,,,,,,,,,,,,,,,,,,,,,,,,,986.1,986.1,986.11,986.11,986.11,986.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
53475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.16,,,-0.298,-0.174,,-0.079,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.059,-0.101,,,,0.02,0.055,0.063,0.02,0.063,0.033,0.205,0.0,-0.003,0.0,0.013,0.013,0.199,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,1192.25,,1192.27,,,,,,,,,,,,,1206.05,,1209.52,1209.52,1209.52,1209.52,1209.52,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
17415,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.086,0.319,,0.034,-0.073,0.023,,-0.051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.033,0.023,0.057,0.033,-0.039,0.007,-0.038,0.0,0.029,0.0,0.014,0.013,-0.165,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,702.8,,702.8,,,,,,,,,,,,,,,,,,742.64,742.64,742.64,742.64,742.64,742.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
11686,0.088,0.056,,0.019,-0.164,,-0.017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.023,-0.012,,0.175,0.0,0.069,0.0,0,1393.89,1393.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1394.31,,1394.34,1394.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2604,,,,,,,,,,0.002,-0.034,,,,,0.068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.257,-0.028,0.037,-0.257,0.071,-0.257,,,,,0.014,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.24,252.24,252.25,,252.25,252.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
56525,0.043,0.099,0.0,,-0.164,,-0.027,0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.085,0.055,-0.702,-0.085,,0.164,,,,,0.012,0.013,0.062,0.0,,0.0,,,,,,,,,,0,124.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.34,131.34,131.35,,131.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33925,0.03,-0.158,0.0,,0.336,0.056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.002,0.104,0.02,-0.059,0.191,-0.065,0.0,0.012,0.0,0.01,0.013,0.062,0.0,,0.0,,,,,,,,,,1,1642.44,,1642.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,1644.24,1644.24,1644.24,1644.24,1644.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
26605,0.108,0.088,0.0,,,0.067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.058,-0.021,0.057,0.058,-0.02,-0.02,0.016,0.0,0.031,0.0,0.016,0.013,0.108,0.0,0.0,0.0,,,,,,,,,,0,836.09,,836.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.99,838.99,838.99,838.99,838.99,839.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
56380,-0.068,-0.153,,0.019,,,,,0.008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,-0.039,-0.034,,0.011,0.0,-0.331,0.0,0,1431.57,1431.57,,1431.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1432.47,,1432.5,1432.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38687,-0.036,0.088,,-0.081,-0.164,-0.047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.146,-0.053,0.082,0.146,0.039,0.112,-0.038,0.0,0.022,0.0,0.013,0.013,0.108,0.0,,0.0,,,,,,,,,,0,1361.82,1361.83,1361.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,1363.62,1363.62,1363.62,1363.62,1363.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14187,-0.16,-0.153,0.0,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.021,0.104,-0.132,-0.071,0.138,0.151,0.0,-0.004,0.0,0.012,0.013,-0.119,0.0,0.0,0.0,,,,,,,,,,0,1584.78,,,1584.81,,,,,,,,,,,,,,,,,,,,,,,,,,,1591.81,1591.81,1591.81,1591.81,1591.81,1591.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
42478,0.036,-0.067,,0.019,0.336,0.003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.058,0.106,0.057,0.058,-0.031,0.112,-0.011,0.0,0.003,0.0,0.019,0.013,-0.029,0.0,0.0,0.0,,,,,,,,,,0,889.54,889.54,889.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,895.88,895.88,895.89,895.89,895.89,895.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
31310,0.095,0.083,,0.019,0.336,,,,-0.001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.096,-0.053,0.063,0.096,0.059,0.059,-0.038,0.0,-0.004,0.0,0.016,0.013,0.062,0.0,,0.0,,,,,,,,,,0,976.42,976.42,,976.45,,,,,,,,,,,,,,,,,,,,,,,,,,,979.76,979.76,979.78,979.78,979.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
20282,0.036,0.158,0.0,,,-0.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02,-0.009,0.063,0.02,0.067,-0.02,-0.011,0.0,-0.013,0.0,0.017,0.013,-0.074,0.0,,0.0,,,,,,,,,,0,970.02,,970.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,971.41,971.41,971.41,971.41,971.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
55221,-0.088,-0.104,,0.119,,,,,-0.037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.045,-0.015,0.063,0.045,-0.043,-0.046,-0.038,0.0,-0.014,0.0,0.017,0.013,0.153,0.0,,0.0,,,,,,,,,,0,1095.99,1095.99,,1096.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1097.48,1097.48,1097.48,1097.48,1097.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
43957,0.095,-0.056,,0.119,-0.164,,,,0.006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.109,0.081,0.057,0.109,-0.031,0.033,-0.065,0.0,-0.005,0.0,0.012,0.013,0.108,0.0,,0.0,,,,,,,,,,0,828.18,828.18,,828.2,,,,,,,,,,,,,,,,,,,,,,,,,,,836.5,836.5,836.5,836.5,836.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
29735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.145,,,0.467,,0.094,-0.085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.035,,,0.02,-0.085,0.063,0.02,-0.012,0.033,0.043,0.0,-0.013,0.0,0.018,0.013,0.108,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,961.28,,,,,,,,,,,,,,,,,987.3,987.3,987.3,987.3,987.3,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
38251,0.036,0.125,0.0,,-0.164,0.104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.029,0.004,0.037,0.029,-0.008,-0.23,,,,,0.011,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,351.94,,351.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,352.7,352.7,352.71,,352.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,T1,,,,,,,
37607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.248,,,0.101,0.18,,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.192,0.149,,,,0.084,-0.021,0.057,0.084,-0.016,0.164,-0.011,0.0,0.031,0.0,0.017,0.013,-0.21,0.0,,0.0,,,,,,,,,,0,,,,,,,,,,,,,,794.9,,794.91,,,,,,,,,,,,,796.04,,804.3,804.3,804.31,804.31,804.31,,,,,,,,,,,,,,,,,,,,,T1,,T1,,,,,,,,,,,,,,,T1,,,,,,,
30836,,,,,,,,,,0.018,,0.017,-0.01,,,0.077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.132,-0.021,0.082,-0.132,-0.067,-0.046,0.26,0.0,-0.003,0.0,0.012,0.013,-0.029,0.0,,0.0,,,,,,,,,,0,,,,,1309.67,,,,,,,,,,,,,,,,,,,,,,,,,,1313.85,1313.85,1313.86,1313.86,1313.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
